id,tweet_text,emoji
828202770419347456,campion ,['__EMOT_POS']
828203237643788289,ver valig sanrem ,[]
828204245044310016,c'ho un'ans ,['__EMOT_POS']
828204464771330049,"tanto,tant dic orgogl felic accompagn gross bocc lup ",['__EMOT_POS']
828205055199289345,metticel vot tif ,[]
828207697220816897,serv farv cap poss altern indi alban comand ,[]
828209437001277446,fortun scorr passer emoticon pall arriver primaver ohm ohm ohm ,[]
828210864893358080,sintonizz c'e ,[]
828212579214454785,nascond bui farc prend luc rumor sord macchin ,['__EMOT_POS']
828215352924499968,ved l'or ved palc miglior sicur spaccherai ,['__EMOT_POS']
828215856668737536,giovan pens giovan ,[]
828218246264401921,valer farinacc music legger vogl cant ,[]
828226930646331392,domand clementin tustyl ,[]
828233954167754752,annunc instoretour prender genov febbrai ,[]
828236953007058946,prepar segu ,[]
828238542652469250,realizz ,[]
828239189246349312,camb decis registr ved l'or assol chitarr luc colomb ,[]
828240113251581952,corr buon viagg buon festival ,['__EMOT_POS']
828241778109091841,pagell guid altern festival ,[]
828243810450866177,squadron rtl intrus ,['__EMOT_POS']
828244152785723393,squadron rtl intrus ,['__EMOT_POS']
828249664419930113,doman iniz settiman sanremes ,[]
828249995807698944,sim vot intest maggiorenn vot cont attenzion ,['__EMOT_NEUT']
828250186392670208,bernabell almen diamoc vot uscir caus critic stamp ,[]
828251709550034945,davver ,[]
828252066548158464,[?]days pront spot rai l'ans ,[]
828254560863002624,doman settiman settiman mod ,[]
828254832448389120,dovrebb vot lodov comell ,[]
828257535438225414,crin viagg ,[]
828257823121342465,watc lev calcist gregor interpret aspett ,['__EMOT_POS']
828258873651900417,cant piogg ,['__EMOT_POS']
828259672146792448,dimentic ,[]
828260783192682499,arriv ,[]
828261672112492544,mor pront ,[]
828263354464604160,"nuov punt salto,stavolt parl riman festival cachet altissim vecc ",[]
828264844902199296,piov ,[]
828265086229819392,tropp ansi ,[]
828266486309457921,parol ,[]
828266985289089025,sentir cant ,[]
828268981714878465,viv attim quest'esperit rinchiud ricord cassett ,[]
828269891400630272,staser marted ,[]
828270301238657024,direzion sanrem ,[]
828270558081081345,dipendent solidariet decurt circaeur med ,[]
828271066527199232,,[]
828271230566412289,scus ved l'or ved lel cant canzon l'orchestr ciaon ,[]
828271591792447488,lel cant l'orchestr ,['__EMOT_POS']
828271809950777346,ved l'or sent cant ,[]
828273657399083013,marted inizier d'aless guard ,[]
828274517772476417,venez bell vivre ,[]
828274755396653057,ver sanrem ,[]
828275579740880898,clim pre-derby doman clim pre ,[]
828279742356914176,signif sapp un'appassion sanrem ,[]
828280156582207493,aspett ,[]
828280920469811200,problem dimension fot pass coll ver ,[]
828283704007151616,piov ,[]
828284870484951041,l'ans sent ,[]
828285798650880000,doman onda arriv ,[]
828286030449098753,saprann duell nuov propost ansi ,[]
828287239654359040,success l'art lavor aspett tif bac ,['__EMOT_POS']
828287390930321413,divers almen nell'univers aspett segu nov ,"['__EMOT_POS', '__EMOT_NEUT']"
828287681398468608,vol viv music cap ,['__EMOT_POS']
828289387477729280,scend ,[]
828293054893273088,vend log discut ,[]
828294613194702850,twitter vend log discut ,[]
828294819764109313,repubblicait twitter vend log discut sanremora ,[]
828295150535376897,ser vien apert televot ,[]
828295400171905024,cos' alias curios ,[]
828295617776590848,ved l'or ved lele ,[]
828296346192998401,ved spot alien fet cavol ven ,[]
828297144209661952,pers ,[]
828299740588732416,sapp doman andro ricar telef vot tee ,['__EMOT_POS']
828302178175459328,campion ,['__EMOT_POS']
828303168064872448,voless parol brandizz tim ,[]
828303454082912256,ved l'or ved palc spacc ,[]
828304552722067457,sai segu casc scal sanrem ,[]
828304751909560327,fatt caric cellul eur vot ,['__EMOT_POS']
828304985460969472,iniz music viv ,[]
828305407055634432,sai segu casc scal sanrem ,[]
828307332086038528,felic facendo.in bocc lup ,['__EMOT_POS']
828310539176640512,non sanrem lucin dell'ariston mett allegr ,[]
828311152883073024,cuscin present ,['__EMOT_NEG']
828311552524681216,ital sponsor ,[]
828313507988983808,pubblic countdown mett ansi ,['__EMOT_POS']
828314077042716672,bran paol turc cover tiz ferr giovan lel prim ,[]
828314364956516353,scopr bran clementin zarrill mor luz ,[]
828317060228849664,topolin parl sanrem polem sponsorizz gran domen ,[]
828318944251539456,boicott esce log tim ,[]
828319181959528448,test man colp piacer ,[]
828319484666642434,davver twitter vend l'hashtag bast vend ,[]
828320377298370560,schif log ,[]
828321570137444352,poch min tendenz twitter ,[]
828323481016111106,ballerin indovin ,[]
828325143143383040,sent rimed ,['__EMOT_POS']
828326043522064389,edizion sent ,[]
828326713117515779,harl hont quest'ann gir ,[]
828329386428493825,commenter sappiatel ,['__EMOT_POS']
828329637864423444,annunc prim dat instor tour ,[]
828330588406943748,trov scandal coc col summer festival bar ,[]
828332901766926336,twitter vend l'hashtag sanrem log tim discut ,[]
828336136217038849,far famigl italian vot lodov spacc ,[]
828336652326203392,gal stamp ballerin tim vide ,[]
828338504400646144,invi cominc l'avventur sanremes ,['__EMOT_POS']
828339425969061889,vol social indign cos bas ,[]
828339880342208512,iniz tarantell ved vogl ricord esist pass canal sent romp cazz ,[]
828339997971447809,festival sanrem spettator opinion critic ,[]
828340325114585089,eccol ,[]
828344151334858752,,[]
828346743074996225,doman iniz settiman ,['__EMOT_POS']
828349921862508548,oriett cant interess rovazz mandatel ,[]
828350864381374465,bocc lup marted poet ,['__EMOT_POS']
828351023550984192,pass pubblic carl cont queen illumin d'immens ,[]
828352831581278208,cag cazz spend tropp sold cag cazz vend sponsor l'hashtag guadagn cag cazz ,[]
828355025881722881,ved l'or ,['__EMOT_POS']
828355781342932992,usi l'hashtag spunt automat spot telecom punt usat fancul capital ,[]
828356523529216000,interv concorrent ,[]
828357215597768704,twitter vend l'hashtag sanrem log tim discut ,[]
828358493828677633,meravigl fot spacc comels ,['__EMOT_POS']
828359391174868993,hashtag polem ,[]
828361353995890688,manc marted ospit sent l'ansiett aument ,[]
828361556324970497,ufficial iniz settiman zer comp aggiorn continu ,['__EMOT_POS']
828362015391547392,dic nuov punt settiman ,[]
828363042308112387,tort attra ,[]
828363467509882880,avvicin febbrai arriv sal vogl ved rend cont invecc ,[]
828363776319709184,bello ,[]
828364339337973761,cos camb ,['__EMOT_POS']
828365204232798209,rag bellissim ,[]
828365683755012096,michel brav appen un'instastory lel vad fangirl angolin cia ,[]
828366159011520512,rid scherz vecc amic adoro ,[]
828366336522932224,fest continu manc ,[]
828366706208866306,sanrem lancom ,[]
828366827554271232,d'accordissim inform segu hashtag ,[]
828367640892669953,preg piang ,['__EMOT_POS']
828368130716098564,fiorellamannoi pass trov sanrem lancom ,['__EMOT_POS']
828368665515003904,class acqua fat larg ,['__EMOT_POS']
828368931509374976,scommetto..guid shavy niente..s pers ,[]
828370197589422080,ahahahahahah piccin ,['__EMOT_POS']
828370500900511746,ferm elod vest ,[]
828371174488997888,aspett ,[]
828371716506316802,bellissima ,[]
828371818302017538,eccol ,[]
828373104623747072,impecc ,[]
828373801775808512,guard port comell ,['__EMOT_POS']
828374267540754434,tiz fond ,[]
828375720569274369,bell bell bell semplic un'eleg unic ,['__EMOT_POS']
828376142377779200,cia ,[]
828376644511494144,accompagn quest'esperit ,['__EMOT_POS']
828377763056852992,terry publicou agorinh essa fot com lod fest bel brindis iniz ,[]
828378153265528832,iniz settiman ,['__EMOT_POS']
828380117391069188,eccole ,['__EMOT_POS']
828380535135272962,sottospec fot prefer assol ,['__EMOT_POS']
828381441230790656,iniz nott bianc gioi sab arriv ,['__EMOT_POS']
828381936041283584,incontr party sanrem lancom ,['__EMOT_POS']
828385774362046465,paoletta_f debutt valefarinacc ,[]
828386120308256768,lodov fest big ,[]
828393636840820737,chied guard rispond divent immediat spec appest ,[]
828397683660427266,que settiman twitter parl quell'event dic ved comment addi ,[]
828399272332783616,avvis navig pers capodann pot recuper onda buon vision ,[]
828404505712721922,cont welcom party roof garden casin welcom back hom ,['__EMOT_POS']
828410743410266112,porc castor leo doman cerc sanremo ,['__EMOT_POS']
828413723924688898,radioital arriv michele_br inaugur sanrem lancom super ,[]
828417175928967168,miett impecc mess pieg tarataratattattatt dududu dadad aspett ,[]
828432981631127556,vabb doman iniz vogl mett ved l'or addorment second canzon ,['__EMOT_POS']
828438441910218752,sosterrem spacc ,[]
828458360194293762,,[]
828475106880004098,unic posit settiman doman iniz ,[]
828477259522654208,felic ,[]
828478563036889088,stamattin sembr zomb arriv viv settiman ,[]
828483787969425408,iniz avventur sii felic god piccol e..spacc ,['__EMOT_POS']
828484250924101632,fot aspett secol ,[]
828488522524942336,michel inutil ser fot lel pot fargliel ,[]
828492027356643328,stanott dorm tropp ansi ,[]
828493376433557505,buondayy friulana ved sanremo ,['__EMOT_POS']
828494472799514624,bell ,['__EMOT_POS']
828498463025414145,confert stamp preparer ,['__EMOT_NEUT']
828499666559963136,bocc lup ,['__EMOT_POS']
828503175284064257,tranquill l'uom trapan vien risult d'aless vinc ,[]
828505472009388032,gran minestron c'e accontent massimizz ascolti. port eur ,[]
828512038536232961,doman sanrem lodov ciel aiut boh ,[]
828514656947945472,cap football americ riman svegl mattin ,[]
828515106443186176,l'equivalent ital facciamoc domand ,[]
828515613458968576,iniz freddin struttur ,[]
828517185714843648,spacc fagl ved trem palc dell'ariston ,['__EMOT_POS']
828521474940080129,lezion spar pos ,[]
828522168141148160,min torn sanrem voc palc dell'ariston ,[]
828524314400010240,sorris cominc redazion rivier apert tenetec d'occ aggiorn ,[]
828526176918523904,top miglior canzon festival ultim vide ,[]
828526753710747648,iniz bellissim custom emoj ,[]
828527775178977285,hashtag sponsorizz ital all'ester all'ordin infel scelt usar log ,[]
828529426665193472,cit buon settiman sant ,[]
828529720815919104,consigl ved ,[]
828532656627400704,settiman sanremes segu dovre prepar l'ultim esam impazzir ,[]
828533518502330369,poes ,['__EMOT_POS']
828533761830768640,interpreter colonn sonor spot ascolt classic ,[]
828533978797838336,pront arriv ,['__EMOT_POS']
828535064917114880,elo mett ansi ,['__EMOT_POS']
828535560209891328,ospit ,[]
828535933037330432,mor ansia doman c'e potrem ascolt ansi mill ,"['__EMOT_POS', '__EMOT_NEUT']"
828536892006219777,person pot scriv meravigl capolavor ,['__EMOT_POS']
828537923914067968,iniz settiman sant ,[]
828538875475853312,confert stamp pens sper saprem scalett prim ser ,[]
828539274287013890,pront ,[]
828541160381698048,compagn l'hashtag ,[]
828541764046839808,scuol poss segu confert stamp ,[]
828542687326437376,liv from teatr ariston confert stamp carl cont ,[]
828544286702628869,bran gar segu dat ,[]
828544835153981443,alelavital sanremora party clementinoien ,[]
828546188546826240,res cont settiman mar blesser ser ,[]
828546603850092544,miglior peggior look discuss sanrem ,[]
828547212036685824,bocc lup pink flaming tif ,"['__EMOT_POS', '__EMOT_NEUT']"
828547348854870016,cominc l'unic settiman dell'ann giornal italian usan parol origin olandes kermess ,[]
828547554061201409,maledett primaver lorett gogg ,[]
828548010682544128,dat dat definit presenz sit dic ,['__EMOT_POS']
828548200508301312,iniz ,[]
828548603580911617,orma sent parl pens ,[]
828548881734627328,farcel ,['__EMOT_POS']
828549047279636480,trash pubblic ban volantin famil pugl ,[]
828549243258470400,mar carl cont bordigher tirator scelt dron ciel vigil blind ,[]
828549810856804352,confert stamp seguitec social ,[]
828551336170024960,aspett maestr benven ,[]
828551592832073729,gar social ret incoron ,[]
828552933499400193,buongiorn ved ,['__EMOT_POS']
828553643938947072,bepp vessicc alert rad dee jay rag ,[]
828553967751802880,aspett voc vent cor cuor diod vol ,[]
828554249650987008,bepp vessicc ,[]
828554515137908736,ricord festival sanrem pront cant ,['__EMOT_POS']
828554997159825408,pront ,['__EMOT_POS']
828555489181106176,,[]
828556207820513281,djchiamaital assent present libr music cres ,[]
828556354742673409,attenzion spot telepat stor television ,[]
828556576747315200,chied bastoncin liquiriz form stecc occhial pensatec ,[]
828557438144102400,doman l'augur giovan campion sfornin cultural memor hit ,[]
828557858451095552,augur campion old riprend palc spett ,[]
828557966412541953,hashtag log tim cac cambiatel risc gioc ,[]
828558277562789889,vend l'hashtag tim pubblic involontar propong pens ,[]
828558924458631169,buon caric prontissim aspett ,['__EMOT_POS']
828559279015723009,l'infern emma marron ,[]
828559382619291649,aspett vianell scacc madonn palc farl manc mezz domand ,[]
828559467772002304,self ,[]
828560060053876736,doman apprezz voc ricordat parol ,[]
828560162554249216,doman ser inizier ufficial godiamoc luned qui tempest festivalier ,[]
828562523892879361,convinc list ospit sanremes ,[]
828562785260826625,poss parl pubblic uso loghin far ,[]
828563573223854080,vincitor scriv sigl comp avvis ,['__EMOT_POS']
828563798416093184,c'e segu aggiorn liv esim edizion festival ,['__EMOT_POS']
828563997389619201,pront ,[]
828564603323949057,stam min cominc ,[]
828565052970106880,doman dov farv arriv prepar guid kermess ,[]
828565440058232832,ritorn mik ,[]
828566113340555264,mar filipp carl cont appen arriv sal stamp sanrem ,[]
828566250032881666,,[]
828566564530159621,giusy sfiler red carpet teatr ariston big gar aspett staff ,[]
828567054261293056,veng celebr carrier music ,[]
828567272402857984,estratt regol televot categor campion ,[]
828567402917031936,doman doman ,['__EMOT_POS']
828567717397553152,confert stamp ,[]
828567836771676160,iniz ver sal stamp teatr ariston dirett streaming confert ,[]
828568185179926528,carl mar poss incominc ,['__EMOT_POS']
828568975034417152,confert stamp noios ,[]
828569049357508610,confid support determin rad carl cont confert stamp apertur ,[]
828569267666841600,comincer vide canzon vint stor ,[]
828569361627676672,televot abbass cent ,[]
828569453407375360,bel festival sper canzon livell aspett masin gabban mannoi duett ,['__EMOT_POS']
828569864663134208,sab ser colleg forz armat kosov ,[]
828569957285953536,voc palc dell'ariston ,[]
828570038886076416,alelavital arriv conduttor sanremora ,[]
828570090148872192,,[]
828570247091384321,carl cont present sal stamp ,[]
828570437303074816,un'apertur cur piccol cor dell'anton mariel ventr ,[]
828570584896397312,luc paol gepp cucciar palc dell'ariston ,[]
828570716857626624,ospit tantissimi.ricky martin clean bandit robb wiliams biffy clyro alvar soler kianu reeves ,[]
828570830032494593,music centr raccont ringraz special squadr ,[]
828571134358597632,gret menc giur sanrem dio parol ,[]
828571303695282180,ospit concert ,[]
828571384347500544,pensier scuol ,['__EMOT_POS']
828571497480458240,aspe ferm gret menc ,[]
828571553814044673,news confert stamp marted mercoled garegger big ser ,[]
828571655840657408,scherzando galer ,[]
828571728221786113,sanrem sent ,[]
828571788468695041,vien prest marted ser vogl comment ,[]
828572084615905282,repubblicait alelavital all'ariston mercoled dip risult roma-fiorentin marted ,[]
828572159832420353,gret menc voter far coglion vide musical ,[]
828572440645292032,spieg c'entr menc ,[]
828572671201968128,felic legg linus giur espert ,['__EMOT_POS']
828572737581043712,mercoled ser dip risult roma-fiorentin ,[]
828572830270906368,rit pavon talent giur pens bast ,[]
828572958218153984,intend mar puo annunc canzon impazz ,[]
828573232051736577,tott ospit cos' complott person ,[]
828573540907642885,buongiorn gig ,['__EMOT_POS']
828573602505166848,doman emozionatissim felicissim ved vad vincitr ,['__EMOT_POS']
828573903501008896,pres federer seren williams mess giur qual menc ,[]
828573923755302913,confert stamp ,[]
828574499733921793,fab rai schier ctcf faz celebr ilary blas mediaset ,[]
828574539269468161,ovvi tif esclus perle ,[]
828574594885943296,conferm nov ser sab ,[]
828574645423132672,aspett ved queen mary entrar scen ,[]
828574712045375488,prim big gar ban bernabe clementin elod ermal met fabriz mor mannoi ferrer comell ron samuel ,[]
828574872943079425,big punt alban benabe clementin elod ermal met mor mannoi ferrer comell ron samuel ,[]
828575040123858944,ribrezz list big giur qual ,[]
828575092418420737,ser doman c'e elod ,['__EMOT_POS']
828575147263193088,cambiatel tip giur l'inser creator sicur menc giust ,[]
828575323671388160,cant sanrem cortelles albanes morales leott cestist marc cusin pallavol valentin diouf ,[]
828575370089754624,gret menc giur espert sper scherz ,[]
828575427211976704,cant settiman legg ,[]
828575497944694784,,[]
828575613631991810,doman alban bernabe clementin elod met mor mannoi ferrer comell ron samuel ,[]
828575653339525120,disturb gret menc giur l'immagin dell'elenc fot fogl scritt stort ,[]
828575789817921537,iniz torn europ buon ,"['__EMOT_POS', '__EMOT_NEUT']"
828575989047361537,tim offre connession wi-f sal stamp luc funzion ,[]
828576121465794562,doman guarder esclus mannoi ferrer delusion punt vist partecip quest'ann ,[]
828576152004468738,fras ricorr iniz festival cazz vint l'ann ,[]
828576236205129728,"big gar doman alban bernabei,clementino,elodie,ermal meta,f.moro,mannoia,giusy ferreri,ludov comello,ron,samuel ",[]
828576289221120005,chiest raccont succed quest'ann decis farvel ,[]
828576473850183682,carl cont mar filipp present raccont canter doman ,[]
828576498906980354,simbol vuol l'arc trionf ,[]
828576888901816321,parol sant comell ,['__EMOT_POS']
828577057517031424,scus gret menc ,[]
828577135090606081,fighissim cont invent nom dic giur espert dicc ver ,['__EMOT_POS']
828577210881679361,annunc annunc ,[]
828577313436684288,doman tiz ferr potr ritorn quell'estern div bianc que cuscin ross ,[]
828577397314314242,weblg music nasc batt cuor aspettat ,[]
828577458802847746,presenz virgin raffael cerc port bob dylan ,[]
828577509620977665,"maria,h sens viv gif esist ",[]
828577598238240768,dic aspett mercoled ascolt canzon ,[]
828577648733462529,mar mot conduc onest ,[]
828577678890500096,giusy aless esib doman ,[]
828577996932014081,mar rispond domand sanrem sol ,[]
828578231250989056,gioved serv eserc fazzolettin ,[]
828578576198934529,gret menc giur espert ,[]
828578635313446913,omagg vedra vedra rivisit orchestr ,[]
828578833775415297,rugg doman guard sanrem ,['__EMOT_POS']
828578978290102272,nom cantant gar ,[]
828579142601945088,gret menc giudic minim marc masin ,[]
828579197891260416,mar filipp lilly meravigl ,[]
828579354791833600,pront comment ,[]
828579397347196928,chiarin dellepian prepar red carpet ,[]
828579435171422208,butt fain punt ,[]
828579745633861632,queen mary distribuir cantant carl cont version gadget ,[]
828579840068554754,portac cont ahahahahahaahahahahah maria ,[]
828579924458012673,"doman ved l'ora,s orgogl ripet mer cio.[?] ",['__EMOT_POS']
828580020390076416,vogl portac ,[]
828580100505485312,lettur giur qual ,[]
828580207095382016,amarm ,[]
828580240687583232,prem canzon test avra caratterist capac trasmett all'ester valor ,[]
828580435567443968,gret menc giur sanrem butt ,[]
828580663741837313,dian bufal consider attric andrebb ,['__EMOT_POS']
828580900778684416,pratic punt poss pass dirett terz ,[]
828580916037566464,vedrem sanrem youtub ,[]
828581134820864000,vabb punt mett barbar d'urs ,[]
828581235832344577,gret menc giudic l'ann prossim vogl andon ,[]
828581384868487168,filipp frastorn sent belen dire belin ,[]
828581532302454784,panariell prieraccion ospit ,[]
828581578934775809,mar chied giornal poss darc ,[]
828581604310261760,gret menc giur espert aiut chied vogl ibern mor dirett faa bah ,[]
828581916777512961,doman l'esibizion bisogn confort ,[]
828581945655304192,giur qual vuol intervist ,[]
828581975195803648,colp gret menc giust pens wow figo permess ,[]
828582060486975488,conduzion carl cont man mariahahahahahahah ,[]
828582137637003264,scugnizz doman canter sai guard tram internet ver ,[]
828582304092213250,mar filipp fotograf neanc belen ,[]
828582418055647232,uscit cantant rend automat un'espert settor ,[]
828582469997838336,giorg surin rag rappresent cultur c'er mtv bast cattelan ,[]
828582509478817792,uscir viv ser tiz canzon colp maggior ,[]
828582541850509312,potr acced backstag dovess incroc filipp ,[]
828582693038391296,big esib doman curios ultim notiz dirett ,[]
828582904938786816,ved l'or ach doman tuu doman doman doman doman ,['__EMOT_POS']
828583015135711232,accett menc giur ,[]
828583413003218944,bell raccomand riusc far talent inesistent cap ,[]
828583495119286273,giudic porc bufal mett competent giur menc cant pen ,[]
828583521992060928,piccol giur ,[]
828583603986644992,gratis ricev compens ospit rai sanrem ospit lavor fin ,[]
828583658151829504,gret menc tin cipollar esig spiegazion ,[]
828583869347676164,prend compens lavor realizz programm sent piacevol ospit ,[]
828583995575250946,gret menc giur fab rovazz vallett ,[]
828584319526567937,pterodattil farfallin ,[]
828584387168047104,ver classif festival rispecc vend ,[]
828584439072555008,big esib ser ,[]
828584581213323267,elo punt ,"['__EMOT_POS', '__EMOT_NEUT']"
828584616122523649,legg gret menc giorg moroder fras ,[]
828584915293843456,realizz spot meravigl gioc squadr ,[]
828585172677300224,mar cit mar express confert ,[]
828585263786029058,conosc ,[]
828585310133030912,voc alta vuo gret menc giur espert fratell appunt ,[]
828585735775203329,mar cit mar express confert mut ,[]
828585861642088448,scopr gret menc giudic ,[]
828585971029532674,sal stamp wif vol ,[]
828586166068846593,"invent festival?giul razzi,direttor rad pier busseti,allor concessionar gestion casin ",[]
828586196393742336,miglior farl sanrem ,['__EMOT_POS']
828586496315813889,merit camb ,[]
828586567564460032,"ved mar stupira,m continu ved gradin spieg canzon ",[]
828586747831447552,poss doman splend spacc sicur palconon ved l'or ,['__EMOT_POS']
828586950772797440,ospit scalett punt ,[]
828587166074884097,caxx gret menc ,[]
828587277622321152,cont prov port bob dylan sanrem riesc pront antoin gian pierett ,[]
828587333373067264,parol espert gret menc fras ,[]
828587411429003264,doman iniz cos sap ,[]
828587555075551232,domand cazz sull'eventual presenz cleric carlucc festival lanc programm rispost evas fab ,[]
828587631076311040,cazz signif gret menc giur prend cul ,[]
828587706544508928,cit confert stamp ,['__EMOT_POS']
828587795522473984,filipp cantant dar portac ritra cont ,[]
828588051148451840,cap scelt giur espert l'usc trailer ,[]
828588169742446593,carl regal portac test mollic ,[]
828588230337556481,arriv emo coincidt cred ,[]
828588316220063746,prossim festival spegn vittim ,[]
828588451943608320,apron mill piac pot telecom camb canal ,[]
828588630943875072,gret menc giur espert ,[]
828588766205984768,bocc lup fragolett ved val ,[]
828588839564406784,vorre parl canzon interess conduttor contorn sol unic regin music ,[]
828588902831255555,termin confert stamp streaming rai conclud log sanrem ,[]
828588940156424192,confert stamp dirett liv ,[]
828589130019926016,gret menc espert ,[]
828589238815948800,vabb gret menc far giur vad chiud istit ,[]
828589566877642753,scender scal paur cad confert stamp ,[]
828589656711233536,ansi spacc ,[]
828589690370547714,twitter vend l'hashtag torn sanrem dic ,[]
828589728370917377,festival polem pre-festival festival ,[]
828589948274085888,cap festival iniz davver schif scopr gret menc giur ,[]
828590276281262082,aument cos ,[]
828590913316352001,vinc ,[]
828591192996737024,c'e ,[]
828591269614063616,davver paragon giorg surin gret menc permett neanc ,[]
828591382910607360,pass vacanz marracash chiam giur gret manc raccomand ,[]
828591583662596097,vogl gret sanrem c'azzecc cazz ,[]
828591711953756161,,['__EMOT_POS']
828591947006746624,sap menc ,[]
828592023523454976,l'avr dat import spieg disag corr anzi ,[]
828592047053471744,vogl ,['__EMOT_POS']
828592093513801729,insult gret menc giudic rianim foll ,[]
828592389849755652,ved l'or ved vest alba doman ser primissim fil ,[]
828592482204184577,cad bass menc giudic boh ,[]
828592762220113920,vittor piccin piangere ,[]
828592812673359872,chiar michel ser mercoled ,['__EMOT_POS']
828592898845335553,ser comment l'ann ,[]
828593181960896512,giur espert ,[]
828593507157803009,bell ,['__EMOT_POS']
828593564020006912,mett giudic espert rovin sanrem ,[]
828593699894468609,sanrem spot muov labbr ,[]
828593910700240897,palafior evacu allarm bomb sanrem ,[]
828593957856739328,cantant veniss giudic menc scopp rid ,[]
828594093689278465,rovin festival import ital mett menc giur ,[]
828594326141804544,precis cominc ser ricord ,['__EMOT_POS']
828594476352466948,sogn festival condott pront ,[]
828594613598420992,gret menc espert esatt ,[]
828594705315328000,sent sent mariadefilipp ,[]
828594744511102978,annunc ser cerc chiud line ,[]
828595163190657024,bas ital succed vide youtub giur competizion gen ,[]
828595235173314561,ved amor ,['__EMOT_POS']
828595283168808960,riport min decenn apertur chiusur festival cant min ,[]
828595384171843584,sab febbrai ,[]
828595484918968320,prem alighieri-foscar andra big song original avra capac trasmett valor all'ester ,[]
828595691912065026,"sent belen"".sper pass test mostr farfallin dirett ",[]
828595769485750272,gret menc chied mor youtuber giur espert espert esatt ,[]
828595925648031744,confert stamp teatr ariston sanrem gremitissim sal stamp roof ,[]
828596423058919424,chiar espert menc ,[]
